id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
c8a104dc-d2b6-4888-a3b1-d0eeccd50a3c;230;;32673755;LIQUIDE CENTRALE;;;01/01/2026 13:29:16;02/01/2026;01/01/2026 13:30:41;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
8bd84da7-3e55-4087-b4b8-612a194a8384;230;;16536614;LIQUIDE CENTRALE;;;01/01/2026 13:26:05;02/01/2026;01/01/2026 13:27:31;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
38559828-f836-47c5-b8b9-bf63eb371f49;230;;23327811;LIQUIDE CENTRALE;;;01/01/2026 13:04:14;02/01/2026;01/01/2026 13:05:38;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
212c35f5-845c-4786-9ecc-af6a79a7daf5;230;;27959043;LIQUIDE CENTRALE;;;01/01/2026 13:00:44;02/01/2026;01/01/2026 13:04:18;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
11c42f23-abc7-4f8b-bdfb-11af2dd42fb2;230;;38925902;FRUITS ET LEGUMES CENTRALE;;;01/01/2026 09:46:12;02/01/2026;01/01/2026 10:04:41;;;en attente de livraison;KTRAORE;KTRAORE;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
93f67d8b-1ab8-466a-aa16-27b5e9682881;230;;12344963;FROMAGE COUPE CENTRALE;;;01/01/2026 09:27:58;02/01/2026;01/01/2026 09:31:49;;;en attente de livraison;GBOTTY;GBOTTY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
7dbdfd26-656e-4c33-854e-f2d611357092;230;;10839206;EPICERIE CENTRALE;;;01/01/2026 09:20:44;02/01/2026;01/01/2026 09:36:03;;;en attente de livraison;bdagninimonza;bdagninimonza;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
273ff952-1f7f-4bf0-ac61-55fd0a71a87c;230;;18733938;SURGELE CENTRALE;;;01/01/2026 09:18:09;02/01/2026;01/01/2026 09:27:48;;;en attente de livraison;GBOTTY;GBOTTY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
1f6b0959-d62c-4c3b-9c95-550f326841b9;230;;32845903;LIQUIDE CENTRALE;;;31/12/2025 19:59:53;01/01/2026;31/12/2025 20:03:36;;;en attente de livraison;KKOUASSI;KKOUASSI;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
1c53abf8-e8a3-430f-8aab-243ef0606e75;230;;28380973;EPICERIE CENTRALE;;;31/12/2025 18:40:12;01/01/2026;31/12/2025 18:45:50;;;en attente de livraison;SDoua;SDoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ccedc9d7-c58f-4e53-8192-ebceff4aff90;230;;16250729;EPICERIE CENTRALE;;;31/12/2025 14:09:24;01/01/2026;31/12/2025 14:11:55;;;en attente de livraison;RSoumahoro;RSoumahoro;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
35de8924-ae55-4b26-b0e3-6b3d7835c252;230;;15710773;EPICERIE CENTRALE;;;31/12/2025 13:22:53;01/01/2026;31/12/2025 13:25:59;;;en attente de livraison;KKOUASSI;KKOUASSI;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
6aa65c9a-2a2d-4ae2-aaf2-6284cfac6056;230;;28422681;EPICERIE CENTRALE;;;31/12/2025 12:41:16;01/01/2026;31/12/2025 12:55:45;;;en attente de livraison;KKOUASSI;KKOUASSI;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
2b0683f9-c431-4f0f-9bfc-bf7766f7d0e3;230;;14003652;FRUITS ET LEGUMES CENTRALE;;;31/12/2025 10:01:52;01/01/2026;31/12/2025 10:26:29;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
c4d64b3e-5394-4a82-9efd-41033987996c;230;;27835068;CREMERIE CENTRALE;;;31/12/2025 09:28:24;01/01/2026;31/12/2025 09:39:28;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
