id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
16cbee40-3e64-41e0-951e-481c8ef51155;230;;14779890;FRUITS ET LEGUMES CENTRALE;;;12/01/2026 08:51:15;13/01/2026;12/01/2026 08:53:21;;;en attente de livraison;LNieupa;LNieupa;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
d12aa0df-692f-4e55-b762-e9788968b85c;230;;21555962;LIQUIDE CENTRALE;;;11/01/2026 18:52:34;12/01/2026;11/01/2026 18:54:50;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
46453fd7-a98a-486b-a959-1c63a13241ed;230;;32564530;EPICERIE CENTRALE;;;11/01/2026 18:27:39;12/01/2026;11/01/2026 19:06:16;;;en attente de livraison;BTOURE;BTOURE;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
16cdcac5-230f-4867-9bad-203a1ff70885;230;;30688265;EMBALLAGE CENTRAL;;;11/01/2026 16:19:37;12/01/2026;11/01/2026 16:20:11;;;en attente de livraison;KKONAN;KKONAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
