id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
9ec40683-fb9c-4ff4-8c46-aa113990e462;110;;40230608;;;;21/02/2026 11:38:47;21/02/2026;21/02/2026 11:45:40;;;en attente de livraison;lsaraka;lsaraka;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f1cc7381-427d-414b-a284-cd2cd03d1875;110;;91271554;CMD LC FGX DU 21/02/2026;;;21/02/2026 11:09:48;21/02/2026;21/02/2026 11:12:05;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f0a98d07-2351-4f9d-bfef-aa176ecdfe12;110;;51539458;;;;21/02/2026 10:45:59;21/02/2026;21/02/2026 11:05:13;;;en attente de livraison;lsaraka;lsaraka;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
acd1597f-71a0-48f1-9998-624fbf22d54b;110;;25552248;CMD LC FROM;;;21/02/2026 10:18:08;21/02/2026;21/02/2026 10:21:03;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
918873df-641f-4486-bbf0-7d2bf653e95a;110;;97184213;CMD LC F/L;;;21/02/2026 09:47:15;21/02/2026;21/02/2026 10:18:48;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
5e0a0eb1-4d26-4ae4-aa3f-9d546e69769c;110;;22204133;CMDE LC CREMERIE;;;21/02/2026 09:29:10;23/02/2026;21/02/2026 09:41:27;;;en attente de livraison;vkouamalan;vkouamalan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b0438e86-bb41-4e5b-8769-f86bc8a6a5de;110;;18321059;CMD LC 21/02/2026;;;21/02/2026 09:12:31;21/02/2026;21/02/2026 09:20:28;;;en attente de livraison;lsaraka;lsaraka;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b606b1e3-a1ec-41d1-9f8b-e7039bf829fb;110;;10801611;;;;21/02/2026 08:47:08;21/02/2026;21/02/2026 08:48:05;;;en attente de livraison;;lasdoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
