id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
2fee060b-cd1b-4bbb-973b-2717699ee7ea;230;;13712565;LIQUIDE CENTRALE;;;10/03/2026 11:24:52;11/03/2026;10/03/2026 11:34:28;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
a9e8b87e-4ff6-41d6-afc7-80606fb53f41;230;;15707124;EPICERIE CENTRALE;;;10/03/2026 11:10:48;11/03/2026;10/03/2026 11:41:34;;;en attente de livraison;KKOUASSI;KKOUASSI;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f0603a41-1335-47c6-ba78-72f1074faa1f;230;;33148245;LIQUIDE CENTRALE;;;10/03/2026 10:37:22;11/03/2026;10/03/2026 10:44:10;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
cd97ccd2-2db7-4072-8281-7a8a4b7bedda;230;;59237141;SURGELE CENTRALE;;;10/03/2026 10:05:27;11/03/2026;10/03/2026 10:29:22;;;en attente de livraison;GBOTTY;GBOTTY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b219607e-8d96-41f9-886f-9a4ad4cb550c;230;;15056402;DPHE CENTRALE;;;10/03/2026 09:56:15;11/03/2026;10/03/2026 10:11:13;;;en attente de livraison;;GKOUAKOU;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
68dc415e-e449-4e58-b1b7-b007659aba46;230;;17905256;FRUITS ET LEGUMES CENTRALE;;;10/03/2026 09:53:04;11/03/2026;10/03/2026 10:26:32;;;en attente de livraison;KTRAORE;KTRAORE;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
28971296-6758-4f75-9048-d03b363a393c;230;;21182270;CREMERIE CENTRALE;;;10/03/2026 09:41:33;11/03/2026;10/03/2026 10:06:16;;;en attente de livraison;GBOTTY;GBOTTY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
e32e9b27-7539-4638-a617-bb048ba90873;230;;26326711;FROMAGE COUPE CENTRALE;;;10/03/2026 09:29:23;11/03/2026;10/03/2026 09:39:04;;;en attente de livraison;GBOTTY;GBOTTY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
a96ea206-f46f-4878-ad42-5896b74d356a;230;;37363003;0257;;;10/03/2026 09:10:21;11/03/2026;10/03/2026 09:17:39;;;en attente de livraison;NCOULIBALY;NCOULIBALY;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b4bb7abb-a1ab-4001-813b-6e2d4eff2597;230;;64460243;EPICERIE CENTRALE;;;09/03/2026 19:07:04;10/03/2026;09/03/2026 19:10:02;;;en attente de livraison;KKOUASSI;KKOUASSI;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
