id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
345e52a1-e8e3-4661-98c3-bac9e3d81400;110;;16922033;;;;15/04/2026 13:36:33;15/04/2026;15/04/2026 13:39:00;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
7a0175dd-a13f-49ea-875e-81b8aacd06eb;110;;10709810;CMD LC EPICE;;;15/04/2026 13:33:14;15/04/2026;15/04/2026 13:35:27;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
d0878716-c162-4fa3-ba9d-ea6f6837e3b7;110;;55004884;CMD LC JUS;;;15/04/2026 12:50:53;15/04/2026;15/04/2026 13:18:45;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
d49b1ac3-c155-452d-8291-540fb668e886;110;;32054348;CMD LC DPHE;;;15/04/2026 12:46:05;15/04/2026;15/04/2026 12:51:01;;;en attente de livraison;phawoua;phawoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
fe264f7b-36cf-4ed6-b76b-3bce73496e20;110;;29071086;CMD LC LIQUIDE;;;15/04/2026 12:44:59;15/04/2026;15/04/2026 12:51:43;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
d627d054-d6f7-40f9-ac93-9085d390d77f;110;;13714840;;;;15/04/2026 12:13:10;15/04/2026;15/04/2026 12:41:55;;;en attente de livraison;phawoua;phawoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
c7cb93f5-b299-4ee0-bba1-6e361a8814e5;110;;20236396;CMD LC TEXTILE;;;15/04/2026 12:06:05;15/04/2026;15/04/2026 12:13:29;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
49aec6a5-a424-4a7d-83b6-ce53446e758d;110;;26517142;CMD LC EPICE;;;15/04/2026 10:49:31;15/04/2026;15/04/2026 10:59:37;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
36b91ac0-5d3b-4126-810a-29dc426042fa;110;;18525883;CMD LC DPH;;;15/04/2026 10:37:31;15/04/2026;15/04/2026 11:38:05;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
88e99095-6645-4781-abed-7cf77abdf2bf;110;;21179422;CMD LC DPHE;;;15/04/2026 10:22:47;15/04/2026;15/04/2026 10:31:00;;;en attente de livraison;aglaourou;aglaourou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
8f2c7f1e-09f3-45dc-9684-9c44547c0fdf;110;;17651400;CMD LC FRUITS & LEGUMES;;;15/04/2026 10:06:46;15/04/2026;15/04/2026 10:38:10;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
04a67c6e-42fc-4e93-a21c-0807c4593488;110;;20308952;CMD LC BAZAR;;;15/04/2026 09:45:27;15/04/2026;15/04/2026 10:38:59;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ed442dcc-8f3b-4950-9535-73f01e6ef83a;110;;21960821;CMD LC DPH;;;15/04/2026 09:16:25;15/04/2026;15/04/2026 09:41:47;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
34b7f799-13fc-42e7-8837-036f85b087fc;110;;15434533;CMD LC EPICERIE;;;15/04/2026 09:02:02;15/04/2026;15/04/2026 09:17:31;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
0fdebc51-130e-4cbd-980c-98f35ba05eac;110;;18764633;CMD LC CREMERIE;;;15/04/2026 08:24:07;16/04/2026;15/04/2026 08:54:17;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
48006262-76aa-4d01-8092-0aff48bd6079;110;;33742509;;;;14/04/2026 15:17:09;14/04/2026;14/04/2026 15:18:36;;;en attente de livraison;;lasdoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
a7d4fb44-9d79-448b-8311-67460e531602;110;;18677260;;;;14/04/2026 14:17:20;14/04/2026;14/04/2026 14:17:30;;;en attente de livraison;meoulai;meoulai;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
08c037c5-f128-4303-9d85-2ecebd30386d;110;;16274980;CMD LC EPICE;;;14/04/2026 12:47:05;14/04/2026;14/04/2026 12:54:17;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ff43df7a-ef09-4b34-979f-e1992c7031b0;110;;16103921;CMD LC EPICERIE;;;14/04/2026 11:15:20;14/04/2026;14/04/2026 11:31:40;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ee4886a6-fc59-4860-895e-3f3ed125736e;110;;16070159;CMD LC DPHE;;;14/04/2026 11:11:34;14/04/2026;14/04/2026 11:14:41;;;en attente de livraison;phawoua;phawoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
4b73ce39-3ced-47ec-be59-c21c8988ab2f;110;;27736996;CMD LC PATISSERIE;;;14/04/2026 10:46:46;14/04/2026;14/04/2026 10:51:15;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
416da186-9ac4-4337-a52e-76722bc34d35;110;;42363108;CMD LD BAZAR DU 14/04/2026;;;14/04/2026 10:42:07;14/04/2026;14/04/2026 10:44:10;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
34cc1851-392f-48ae-aaa2-b5e85a72c163;110;;66708476;CMD LC LIQUIDE;;;14/04/2026 10:17:00;14/04/2026;14/04/2026 10:40:18;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ee9cc1f8-825d-4010-8747-2a6f69cec9ea;110;;13112338;CMD LC CREMERIE;;;14/04/2026 09:57:23;14/04/2026;14/04/2026 10:17:06;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
7f722571-ece5-420e-8c1a-6aa74bee9e6e;110;;21364450;CMD LC EPICERIE;;;14/04/2026 09:54:36;14/04/2026;14/04/2026 10:17:45;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
2c791c81-b4de-4a5a-8aa8-32efa236ac6c;110;;29489983;CMD LC F/C;;;14/04/2026 09:53:00;14/04/2026;14/04/2026 09:55:47;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
9ab509fe-5f02-4f7b-8f3a-62c5ca9ef4ed;110;;21174999;CMD LC EPICERIE;;;14/04/2026 09:37:56;14/04/2026;14/04/2026 09:55:41;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
8a5496f0-c06b-4a8d-8ce8-87cc21bd89f6;110;;15943740;CMD LC EPICERIE;;;14/04/2026 09:26:31;14/04/2026;14/04/2026 09:39:00;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
06418a4c-374e-47d2-a6c8-38ffa6f41a42;110;;21123071;CMD LC EAU;;;14/04/2026 09:23:18;14/04/2026;14/04/2026 09:53:57;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
cb5d00e9-44b0-468f-a0af-5c3c0d9b41d2;110;;22338174;CMD LC FRAIS GENERAUX ROULEAUX DE CAISSE;;;14/04/2026 09:23:18;14/04/2026;14/04/2026 09:27:16;;;en attente de livraison;esfieglo;esfieglo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b03d147d-bdbc-429f-8e77-cd0612f9f1b9;110;;26417169;CMD LC F/GX .RLX;;;14/04/2026 09:19:11;14/04/2026;14/04/2026 09:23:40;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ca77cdc0-b396-42a6-b273-da243cc3d3b3;110;;27767386;CMD LC EPICERIE 14/04/2026;;;14/04/2026 08:22:25;14/04/2026;14/04/2026 08:26:37;;;en attente de livraison;rtraore;rtraore;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
a86be9d6-7678-4c32-9f01-03a0536adb7b;110;;28924577;CMD LC EMB TRAITEUR 14/04/26;;;14/04/2026 07:53:22;14/04/2026;14/04/2026 07:57:09;;;en attente de livraison;aglaourou;aglaourou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f809ca14-eb19-4d40-98c9-37290b7a4cf2;110;;33375503;CMD LC BAZAR DU 14/04/2026;;;14/04/2026 07:41:39;14/04/2026;14/04/2026 07:46:50;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
