NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;110;SUPER U VALLON;54722047;2439.0;260412;260413;G;AST
1;;230;CASINO PRIMA;27689881;10591.0;260412;260413;G;AST
1;;230;CASINO PRIMA;22732603;504.0;260412;260413;G;AST
1;;230;CASINO PRIMA;11093490;289.0;260412;260413;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);50213254;400.0;260412;260413;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);71343216;696.0;260412;260413;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);30951353;6845.5;260412;260414;G;AST
1;;416;CIV U LATRILLE;23103505;3554.0;260412;260413;G;AST
1;;110;SUPER U VALLON;27699477;640.0;260413;260413;G;AST
1;;110;SUPER U VALLON;26799712;796.0;260413;260413;G;AST
1;;110;SUPER U VALLON;16097523;11.0;260413;260413;G;AST
1;;110;SUPER U VALLON;25809885;2741.0;260413;260413;G;AST
1;;110;SUPER U VALLON;28305439;18.0;260413;260413;G;AST
1;;110;SUPER U VALLON;27456773;511.0;260413;260413;G;AST
1;;110;SUPER U VALLON;29590037;450.0;260413;260413;G;AST
1;;110;SUPER U VALLON;19723304;1590.0;260413;260413;G;AST
1;;110;SUPER U VALLON;68601894;3450.0;260413;260413;G;AST
1;;110;SUPER U VALLON;14188814;431.0;260413;260413;G;AST
1;;110;SUPER U VALLON;31465165;467.0;260413;260413;G;AST
1;;110;SUPER U VALLON;15354004;54.0;260413;260413;G;AST
1;;110;SUPER U VALLON;31562909;504.0;260413;260413;G;AST
1;;110;SUPER U VALLON;25989615;822.0;260413;260413;G;AST
1;;110;SUPER U VALLON;28503518;16.0;260413;260413;G;AST
1;;110;SUPER U VALLON;17558783;4695.0;260413;260413;G;AST
1;;110;SUPER U VALLON;62029454;1200.0;260413;260413;G;AST
1;;110;SUPER U VALLON;30437534;2202.0;260413;260413;G;AST
1;;110;SUPER U VALLON;24199872;14220.0;260413;260413;G;AST
1;;110;SUPER U VALLON;27125999;21.0;260413;260413;G;AST
