NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;110;SUPER U VALLON;57674157;6138.0;260407;260408;G;AST
1;;110;SUPER U VALLON;36893572;750.0;260408;260408;G;AST
1;;110;SUPER U VALLON;16256225;40.0;260408;260408;G;AST
1;;110;SUPER U VALLON;25042972;1320.0;260408;260408;G;AST
1;;110;SUPER U VALLON;87777972;1612.0;260408;260408;G;AST
1;;110;SUPER U VALLON;24154904;7.0;260408;260408;G;AST
1;;110;SUPER U VALLON;23135496;458.0;260408;260408;G;AST
1;;110;SUPER U VALLON;40762323;430.0;260408;260408;G;AST
1;;110;SUPER U VALLON;19491669;40.0;260408;260408;G;AST
1;;110;SUPER U VALLON;23144279;258.0;260408;260408;G;AST
1;;110;SUPER U VALLON;60359377;782.0;260408;260408;G;AST
1;;110;SUPER U VALLON;14515966;20.0;260408;260408;G;AST
1;;110;SUPER U VALLON;92542876;891.0;260408;260408;G;AST
1;;110;SUPER U VALLON;83734314;1280.0;260408;260408;G;AST
1;;110;SUPER U VALLON;10264027;96.0;260408;260408;G;AST
1;;110;SUPER U VALLON;21501323;102.0;260408;260408;G;AST
1;;110;SUPER U VALLON;26869334;2958.0;260408;260408;G;AST
1;;110;SUPER U VALLON;32356170;25.0;260408;260408;G;AST
1;;110;SUPER U VALLON;11873171;286.0;260408;260408;G;AST
1;;110;SUPER U VALLON;53911563;1583.0;260408;260408;G;AST
1;;110;SUPER U VALLON;18130817;379.0;260408;260408;G;AST
1;;110;SUPER U VALLON;10498278;2258.0;260408;260408;G;AST
1;;110;SUPER U VALLON;59330372;104.0;260408;260408;G;AST
1;;110;SUPER U VALLON;68571322;800.0;260408;260408;G;AST
1;;110;SUPER U VALLON;14762415;52.0;260408;260408;G;AST
1;;110;SUPER U VALLON;33346292;689.0;260408;260408;G;AST
1;;110;SUPER U VALLON;31873043;1824.0;260408;260408;G;AST
1;;110;SUPER U VALLON;12428413;24036.0;260408;260408;G;AST
1;;110;SUPER U VALLON;21504551;1026.0;260408;260408;G;AST
1;;110;SUPER U VALLON;11565261;1468.3;260408;260408;G;AST
1;;110;SUPER U VALLON;21753860;7622.0;260408;260408;G;AST
1;;110;SUPER U VALLON;30241456;1944.0;260408;260408;G;AST
1;;110;SUPER U VALLON;33414368;487.0;260408;260408;G;AST
1;;110;SUPER U VALLON;16984542;194.0;260408;260408;G;AST
1;;110;SUPER U VALLON;81051046;60.0;260408;260408;G;AST
1;;110;SUPER U VALLON;31161005;450.0;260408;260408;G;AST
1;;110;SUPER U VALLON;26550540;3092.0;260408;260409;G;AST
1;;110;SUPER U VALLON;14428517;144.0;260408;260409;G;AST
1;;230;CASINO PRIMA;23785777;600.0;260408;260408;G;AST
1;;230;CASINO PRIMA;69899428;5100.0;260408;260408;G;AST
1;;230;CASINO PRIMA;45900937;126.0;260408;260408;G;AST
1;;230;CASINO PRIMA;18731941;1108.0;260408;260408;G;AST
1;;230;CASINO PRIMA;12246930;221.0;260408;260408;G;AST
1;;230;CASINO PRIMA;60888732;879.0;260408;260408;G;AST
1;;230;CASINO PRIMA;33711317;5897.0;260408;260408;G;AST
1;;230;CASINO PRIMA;30200012;2467.0;260408;260408;G;AST
1;;230;CASINO PRIMA;32320177;196.0;260408;260408;G;AST
1;;230;CASINO PRIMA;63589180;114.0;260408;260408;G;AST
1;;230;CASINO PRIMA;13857832;2500.0;260408;260408;G;AST
1;;230;CASINO PRIMA;84930548;821.0;260408;260408;G;AST
1;;230;CASINO PRIMA;10277894;40.0;260408;260408;G;AST
1;;230;CASINO PRIMA;20913630;6.0;260408;260408;P;AST
1;;230;CASINO PRIMA;16445346;1300.0;260408;260408;G;AST
1;;230;CASINO PRIMA;20323956;1638.0;260408;260409;G;AST
1;;230;CASINO PRIMA;21303803;6.0;260408;260409;P;AST
1;;230;CASINO PRIMA;18371720;2500.0;260408;260409;G;AST
1;;230;CASINO PRIMA;20347081;6.0;260408;260409;G;AST
1;;230;CASINO PRIMA;32575593;734.0;260408;260409;G;AST
1;;292;MANDARINE KOUMASSI;33166106;122.0;260408;260408;G;AST
1;;292;MANDARINE KOUMASSI;18885730;2954.0;260408;260408;G;AST
1;;292;MANDARINE KOUMASSI;17481673;1062.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;71034382;1895.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;15404780;80.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;23619038;215.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;96049233;386.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;26496976;180.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;29184927;56.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;17070014;593.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;23704160;113.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;19824725;1932.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;19688909;2250.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;14154507;420.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;57994739;883.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;14034105;1010.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;28069281;744.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;10710652;444.0;260408;260408;G;AST
1;;294;MANDARINE RIVIERA 4;93079055;260.0;260408;260408;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);14392957;4150.624;260408;260409;G;AST
1;;415;CIV U M'BADON (P);31600101;1379.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);98281219;45.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);76461922;90.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);14461280;8211.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);17395624;949.92;260408;260409;G;AST
1;;415;CIV U M'BADON (P);11291070;552.16;260408;260409;G;AST
1;;416;CIV U LATRILLE;83033069;7650.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;29511690;24.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;28335668;69.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;11826838;350.0;260408;260409;G;AST
1;;110;SUPER U VALLON;20363066;316.0;260409;260409;G;AST
1;;110;SUPER U VALLON;26056131;5601.0;260409;260409;G;AST
1;;110;SUPER U VALLON;23641113;573.0;260409;260409;G;AST
1;;110;SUPER U VALLON;22543473;56.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33873376;596.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33102690;12847.0;260409;260409;G;AST
1;;110;SUPER U VALLON;22247895;380.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33468174;590.0;260409;260409;G;AST
1;;110;SUPER U VALLON;25289050;782.0;260409;260409;G;AST
1;;110;SUPER U VALLON;19071530;3774.0;260409;260409;G;AST
1;;110;SUPER U VALLON;22482715;480.0;260409;260409;G;AST
1;;110;SUPER U VALLON;32648245;60.0;260409;260409;G;AST
1;;110;SUPER U VALLON;24959233;211.44;260409;260409;G;AST
1;;110;SUPER U VALLON;91722668;120.0;260409;260409;G;AST
1;;110;SUPER U VALLON;18520787;480.0;260409;260409;G;AST
1;;110;SUPER U VALLON;10984866;24.0;260409;260409;G;AST
1;;110;SUPER U VALLON;34017717;262.0;260409;260409;G;AST
1;;110;SUPER U VALLON;18153195;120.0;260409;260409;G;AST
1;;230;CASINO PRIMA;23319617;24.0;260409;260409;P;AST
1;;230;CASINO PRIMA;39805257;478.0;260409;260409;G;AST
1;;230;CASINO PRIMA;21027014;900.0;260409;260409;G;AST
1;;230;CASINO PRIMA;18275827;1594.0;260409;260409;G;AST
1;;230;CASINO PRIMA;26445919;7725.0;260409;260409;G;AST
1;;230;CASINO PRIMA;28646277;72.0;260409;260409;P;AST
1;;230;CASINO PRIMA;28990247;12.0;260409;260409;G;AST
1;;230;CASINO PRIMA;28525550;156.0;260409;260409;G;AST
1;;230;CASINO PRIMA;70750716;3738.0;260409;260409;G;AST
1;;230;CASINO PRIMA;14986475;450.0;260409;260409;G;AST
1;;230;CASINO PRIMA;29625280;96.0;260409;260409;P;AST
1;;230;CASINO PRIMA;29257290;4040.0;260409;260409;G;AST
1;;230;CASINO PRIMA;31672770;8256.0;260409;260409;G;AST
1;;230;CASINO PRIMA;27018700;1244.0;260409;260409;G;AST
1;;230;CASINO PRIMA;30951415;44.0;260409;260409;G;AST
1;;230;CASINO PRIMA;13361532;2703.0;260409;260409;G;AST
1;;230;CASINO PRIMA;25424101;973.0;260409;260409;G;AST
