NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;110;SUPER U VALLON;33274325;80.0;260409;260410;G;AST
1;;110;SUPER U VALLON;30929383;46.0;260409;260410;G;AST
1;;230;CASINO PRIMA;10206548;10078.0;260409;260410;G;AST
1;;230;CASINO PRIMA;29640597;788.0;260409;260410;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);30776475;2741.0;260409;260411;G;AST
1;;110;SUPER U VALLON;32414284;908.68;260410;260410;G;AST
1;;110;SUPER U VALLON;13020434;794.0;260410;260410;G;AST
1;;110;SUPER U VALLON;23511032;208.0;260410;260410;G;AST
1;;110;SUPER U VALLON;33658883;863.0;260410;260410;G;AST
1;;110;SUPER U VALLON;37003749;8037.0;260410;260410;G;AST
1;;110;SUPER U VALLON;14120056;807.0;260410;260410;G;AST
1;;110;SUPER U VALLON;49501212;419.0;260410;260410;G;AST
1;;110;SUPER U VALLON;27635262;2897.0;260410;260410;G;AST
1;;110;SUPER U VALLON;39851222;442.0;260410;260410;G;AST
1;;110;SUPER U VALLON;31679726;120.0;260410;260410;G;AST
1;;110;SUPER U VALLON;10018945;371.0;260410;260410;G;AST
1;;110;SUPER U VALLON;16074971;133.46;260410;260410;G;AST
1;;110;SUPER U VALLON;50102924;758.0;260410;260410;G;AST
1;;230;CASINO PRIMA;13911456;2360.0;260410;260410;G;AST
1;;230;CASINO PRIMA;21266773;61.0;260410;260410;G;AST
1;;230;CASINO PRIMA;95962501;4600.0;260410;260410;G;AST
1;;230;CASINO PRIMA;14825246;1371.0;260410;260410;G;AST
1;;230;CASINO PRIMA;26652102;1107.0;260410;260410;G;AST
1;;230;CASINO PRIMA;27774923;580.0;260410;260410;G;AST
1;;230;CASINO PRIMA;67871960;32.0;260410;260410;G;AST
1;;230;CASINO PRIMA;61696466;768.0;260410;260410;G;AST
1;;230;CASINO PRIMA;15400502;676.0;260410;260410;G;AST
1;;230;CASINO PRIMA;11283632;392.0;260410;260410;G;AST
1;;230;CASINO PRIMA;15453864;206.0;260410;260410;G;AST
1;;230;CASINO PRIMA;21595446;102.0;260410;260410;G;AST
1;;230;CASINO PRIMA;15746722;8.0;260410;260410;G;AST
1;;230;CASINO PRIMA;28815555;5392.0;260410;260410;G;AST
1;;230;CASINO PRIMA;31530086;44.0;260410;260410;G;AST
