NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;230;CASINO PRIMA;19254256;1560.0;260404;260405;G;AST
1;;230;CASINO PRIMA;15378267;408.0;260404;260405;P;AST
1;;230;CASINO PRIMA;24978743;26.0;260404;260405;P;AST
1;;230;CASINO PRIMA;10791418;80.0;260404;260405;G;AST
1;;230;CASINO PRIMA;16883908;48.0;260404;260405;P;AST
1;;230;CASINO PRIMA;23459251;66.0;260404;260405;P;AST
1;;364;CIV KOUMASSI 7 DEC. (P);85245484;7540.0;260404;260406;G;AST
1;;415;CIV U M'BADON (P);17715691;222.0;260404;260405;G;AST
1;;110;SUPER U VALLON;28777808;960.0;260405;260405;G;AST
1;;110;SUPER U VALLON;37999501;74.0;260405;260405;G;AST
1;;110;SUPER U VALLON;17208088;18.0;260405;260405;G;AST
1;;230;CASINO PRIMA;13503085;204.0;260405;260405;G;AST
1;;230;CASINO PRIMA;21569310;1812.0;260405;260405;G;AST
1;;230;CASINO PRIMA;23385954;2238.0;260405;260405;G;AST
1;;230;CASINO PRIMA;33212409;4357.0;260405;260405;G;AST
1;;230;CASINO PRIMA;33487214;1978.0;260405;260406;G;AST
1;;230;CASINO PRIMA;13909407;240.0;260405;260406;P;AST
1;;230;CASINO PRIMA;20240122;738.0;260405;260406;G;AST
1;;230;CASINO PRIMA;18092776;2424.0;260405;260406;G;AST
1;;230;CASINO PRIMA;19839060;18.0;260405;260406;P;AST
1;;230;CASINO PRIMA;27294883;1248.0;260405;260406;G;AST
1;;230;CASINO PRIMA;31249245;12.0;260405;260406;P;AST
1;;230;CASINO PRIMA;61618007;18.0;260405;260406;P;AST
1;;230;CASINO PRIMA;44912991;6088.0;260405;260406;G;AST
1;;294;MANDARINE RIVIERA 4;32578472;776.1;260405;260405;G;AST
1;;294;MANDARINE RIVIERA 4;64766238;666.0;260405;260405;G;AST
1;;294;MANDARINE RIVIERA 4;23867965;36.0;260405;260405;G;AST
1;;294;MANDARINE RIVIERA 4;17991897;904.0;260405;260405;G;AST
1;;294;MANDARINE RIVIERA 4;31885647;4150.0;260405;260406;G;AST
1;;294;MANDARINE RIVIERA 4;10477629;120.0;260405;260406;G;AST
1;;110;SUPER U VALLON;12696666;3080.0;260406;260406;G;AST
1;;110;SUPER U VALLON;14094421;1874.0;260406;260406;G;AST
1;;110;SUPER U VALLON;19743470;40.0;260406;260406;G;AST
1;;110;SUPER U VALLON;31935147;883.0;260406;260406;G;AST
1;;110;SUPER U VALLON;26179229;3187.0;260406;260406;G;AST
1;;110;SUPER U VALLON;24366956;840.0;260406;260406;G;AST
1;;110;SUPER U VALLON;32811841;2285.0;260406;260406;G;AST
1;;230;CASINO PRIMA;25499334;971.0;260406;260406;G;AST
1;;230;CASINO PRIMA;51868427;192.0;260406;260406;P;AST
1;;230;CASINO PRIMA;25832578;472.0;260406;260406;P;AST
1;;230;CASINO PRIMA;31185619;36.0;260406;260406;P;AST
1;;230;CASINO PRIMA;49541396;176.0;260406;260406;G;AST
1;;230;CASINO PRIMA;31478663;1120.0;260406;260406;G;AST
1;;230;CASINO PRIMA;19025165;1156.0;260406;260406;G;AST
1;;230;CASINO PRIMA;30344528;1795.0;260406;260406;G;AST
1;;230;CASINO PRIMA;29194169;1608.0;260406;260406;G;AST
1;;230;CASINO PRIMA;49099822;223.0;260406;260406;G;AST
1;;230;CASINO PRIMA;22725690;1315.0;260406;260406;G;AST
1;;230;CASINO PRIMA;13180127;842.0;260406;260406;G;AST
1;;230;CASINO PRIMA;94268336;2354.0;260406;260406;G;AST
1;;230;CASINO PRIMA;67109210;1289.0;260406;260406;G;AST
1;;230;CASINO PRIMA;13565243;297.0;260406;260406;G;AST
1;;292;MANDARINE KOUMASSI;96205240;699.0;260406;260406;G;AST
1;;292;MANDARINE KOUMASSI;33887833;1769.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;30663517;451.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;24337090;472.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;83243434;1939.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;99251992;256.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;16418909;2308.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;19840885;886.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;10707526;658.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;32950141;989.0;260406;260406;G;AST
1;;294;MANDARINE RIVIERA 4;14732239;25.0;260406;260406;G;AST
