NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;110;SUPER U VALLON;26550540;3092.0;260408;260409;G;AST
1;;110;SUPER U VALLON;14428517;144.0;260408;260409;G;AST
1;;230;CASINO PRIMA;20323956;1638.0;260408;260409;G;AST
1;;230;CASINO PRIMA;21303803;6.0;260408;260409;P;AST
1;;230;CASINO PRIMA;18371720;2500.0;260408;260409;G;AST
1;;230;CASINO PRIMA;20347081;6.0;260408;260409;G;AST
1;;230;CASINO PRIMA;32575593;734.0;260408;260409;G;AST
1;;364;CIV KOUMASSI 7 DEC. (P);14392957;4150.624;260408;260409;G;AST
1;;415;CIV U M'BADON (P);31600101;1379.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);98281219;45.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);76461922;90.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);14461280;8211.0;260408;260409;G;AST
1;;415;CIV U M'BADON (P);17395624;949.92;260408;260409;G;AST
1;;415;CIV U M'BADON (P);11291070;552.16;260408;260409;G;AST
1;;416;CIV U LATRILLE;83033069;7650.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;29511690;24.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;28335668;69.0;260408;260409;G;AST
1;;416;CIV U LATRILLE;11826838;350.0;260408;260409;G;AST
1;;110;SUPER U VALLON;20363066;316.0;260409;260409;G;AST
1;;110;SUPER U VALLON;26056131;5601.0;260409;260409;G;AST
1;;110;SUPER U VALLON;23641113;573.0;260409;260409;G;AST
1;;110;SUPER U VALLON;22543473;56.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33873376;596.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33102690;12847.0;260409;260409;G;AST
1;;110;SUPER U VALLON;22247895;380.0;260409;260409;G;AST
1;;110;SUPER U VALLON;33468174;590.0;260409;260409;G;AST
1;;110;SUPER U VALLON;25289050;782.0;260409;260409;G;AST
