NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;220;SUPER U PLATEAU;195937;735.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195930;4627.0;260403;260406;P;GPV
1;;220;SUPER U PLATEAU;195929;2210.0;260403;260406;P;GPV
1;;220;SUPER U PLATEAU;195926;8532.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195924;11087.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195923;1250.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195922;5810.0;260403;260406;P;GPV
1;;220;SUPER U PLATEAU;195920;5893.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195918;7428.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195908;1926.0;260403;260406;G;GPV
1;;220;SUPER U PLATEAU;195907;164.0;260403;260406;G;GPV
1;;035;HYPER HAYAT;333692;192.0;260404;260405;P;GPV
1;;035;HYPER HAYAT;333691;89.0;260404;260405;G;GPV
1;;080;MANDARINE MARCORY;120411;4699.0;260404;260406;G;GPV
1;;100;CASINO 2 PLATEAUX;271593;896.0;260404;260406;G;GPV
1;;120;MANDARINE GOLF;203843;136.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4788;13649.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4787;10765.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4786;9922.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4785;8143.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4784;4286.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4783;6419.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4782;5278.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4781;8273.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4780;21939.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4779;6738.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4778;3994.0;260404;260406;G;GPV
1;;225;CASH PORT BP MARSEILLE;4777;7648.0;260404;260406;G;GPV
1;;229;CASH PORT BP Z4;795;45334.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201887;1742.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201886;1583.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201885;4400.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201884;3399.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201883;1365.0;260404;260406;G;GPV
1;;235;SUPER U DJIBI;201882;4934.0;260404;260406;P;GPV
1;;250;GIFI ZONE 4;11422;3154.0;260404;260406;G;GPV
1;;281;MANDARINE ANGRE;37537;1109.0;260404;260406;G;GPV
1;;281;MANDARINE ANGRE;37536;5034.0;260404;260406;G;GPV
1;;295;CASINO ALLABRA;296284;1011.0;260404;260406;G;GPV
1;;295;CASINO ALLABRA;296283;8.0;260404;260406;G;GPV
1;;295;CASINO ALLABRA;296276;460.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47710;2032.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47706;1300.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47705;357.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47704;500.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47703;689.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47702;904.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47701;1852.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47700;288.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47699;216.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47698;1412.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47697;674.0;260404;260406;P;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47696;2924.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47695;1577.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47687;2791.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47686;3660.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47694;2928.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47693;260.0;260404;260406;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47691;1934.0;260404;260406;G;GPV
