NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;309;S2P SUPERETTE SOCOCE BOUA;5614;31043.0;260406;260408;G;GPV
1;;80;MANDARINE MARCORY;120461;1384.0;260407;260408;P;GPV
1;;100;CASINO 2 PLATEAUX;271897;4378.0;260407;260408;P;GPV
1;;100;CASINO 2 PLATEAUX;271896;1282.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271895;416.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271890;796.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271889;466.0;260407;260408;P;GPV
1;;100;CASINO 2 PLATEAUX;271888;156.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271886;24.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271874;90.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271870;5998.0;260407;260408;G;GPV
1;;100;CASINO 2 PLATEAUX;271866;430.0;260407;260408;G;GPV
1;;120;MANDARINE GOLF;204101;271.0;260407;260408;G;GPV
1;;120;MANDARINE GOLF;204100;3634.0;260407;260408;P;GPV
1;;120;MANDARINE GOLF;204098;3253.0;260407;260408;P;GPV
1;;120;MANDARINE GOLF;204097;560.0;260407;260408;P;GPV
1;;220;SUPER U PLATEAU;196106;506.0;260407;260408;G;GPV
1;;220;SUPER U PLATEAU;196105;6926.0;260407;260408;G;GPV
1;;220;SUPER U PLATEAU;196103;1933.0;260407;260408;G;GPV
1;;220;SUPER U PLATEAU;196085;10538.0;260407;260408;G;GPV
1;;235;SUPER U DJIBI;202114;2377.0;260407;260408;G;GPV
1;;235;SUPER U DJIBI;202113;5683.0;260407;260408;G;GPV
1;;235;SUPER U DJIBI;202108;2770.0;260407;260408;G;GPV
1;;235;SUPER U DJIBI;202106;2603.0;260407;260408;P;GPV
1;;261;MONOP' COCODY AMBASSADE;37493;2521.0;260407;260408;G;GPV
1;;281;MANDARINE ANGRE;37640;317.0;260407;260408;G;GPV
1;;281;MANDARINE ANGRE;37639;214.0;260407;260408;G;GPV
1;;290;MANDARINE BIETRY;158063;3931.0;260407;260408;P;GPV
1;;293;MANDARINE AMBASSADE;66647;1708.0;260407;260408;G;GPV
1;;293;MANDARINE AMBASSADE;66646;372.0;260407;260408;G;GPV
1;;295;CASINO ALLABRA;296621;656.0;260407;260408;G;GPV
1;;295;CASINO ALLABRA;296620;816.0;260407;260408;G;GPV
1;;295;CASINO ALLABRA;296617;9553.0;260407;260408;G;GPV
1;;295;CASINO ALLABRA;296589;80.0;260407;260408;G;GPV
1;;295;CASINO ALLABRA;296578;16.0;260407;260408;P;GPV
1;;295;CASINO ALLABRA;296577;62.0;260407;260408;P;GPV
1;;302;S2P HYPER U;292151;142.0;260407;260408;P;GPV
1;;302;S2P HYPER U;292150;1049.0;260407;260408;P;GPV
1;;302;S2P HYPER U;292149;590.0;260407;260408;P;GPV
1;;302;S2P HYPER U;292148;509.0;260407;260408;P;GPV
1;;302;S2P HYPER U;292046;8854.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22861;1907.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22858;6289.0;260407;260408;P;GPV
1;;303;S2P SOCOCE BOUAKE;22857;4911.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22856;4784.0;260407;260408;P;GPV
1;;303;S2P SOCOCE BOUAKE;22855;10253.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22854;4593.0;260407;260408;P;GPV
1;;303;S2P SOCOCE BOUAKE;22853;131594.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22852;4129.0;260407;260408;P;GPV
1;;303;S2P SOCOCE BOUAKE;22851;9918.0;260407;260408;G;GPV
1;;303;S2P SOCOCE BOUAKE;22850;9693.0;260407;260408;G;GPV
1;;306;S2P SOCOCE YAMOUSSOKRO;47744;3508.0;260407;260408;P;GPV
1;;307;S2P SOCOCE GAGNOA;19162;5343.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19161;2804.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19159;3202.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19157;12304.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19155;6775.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19147;579.0;260407;260408;G;GPV
1;;307;S2P SOCOCE GAGNOA;19144;7825.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5625;2245.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5620;65754.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5619;23776.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5626;9297.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5624;5321.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5623;10764.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5622;8259.0;260407;260408;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5621;29794.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40351;144.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40350;260.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40349;2824.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40348;206.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40347;1931.0;260407;260408;G;GPV
1;;310;S2P ECOMARCHE SAN PEDRO;40346;2695.0;260407;260408;G;GPV
1;;311;SOCOCE CHATEAU EAU;34441;13105.0;260407;260408;G;GPV
1;;357;CIV U REMBLAIS (P);34391;12052.0;260407;260408;G;GPV
1;;357;CIV U REMBLAIS (P);34390;8152.0;260407;260408;G;GPV
1;;372;CIV YOP MAROC (P);41762;557.0;260407;260409;G;GPV
1;;372;CIV YOP MAROC (P);41761;2826.0;260407;260409;G;GPV
1;;378;CIV DJE KONAN (P);20563;4388.0;260407;260408;G;GPV
1;;378;CIV DJE KONAN (P);20562;3797.0;260407;260408;G;GPV
1;;378;CIV DJE KONAN (P);20559;7258.0;260407;260408;G;GPV
1;;378;CIV DJE KONAN (P);20561;12177.0;260407;260408;G;GPV
1;;378;CIV DJE KONAN (P);20560;13307.0;260407;260408;G;GPV
1;;378;CIV DJE KONAN (P);20558;21300.0;260407;260408;G;GPV
1;;413;CIV AGOUTI (P);9708;36938.0;260407;260409;G;GPV
1;;413;CIV AGOUTI (P);9707;9896.0;260407;260409;G;GPV
1;;413;CIV AGOUTI (P);9706;2958.0;260407;260409;G;GPV
1;;413;CIV AGOUTI (P);9703;8035.0;260407;260409;G;GPV
1;;35;HYPER HAYAT;334093;378.0;260408;260408;P;GPV
1;;35;HYPER HAYAT;334092;120.0;260408;260408;G;GPV
1;;35;HYPER HAYAT;334091;6908.0;260408;260408;G;GPV
1;;35;HYPER HAYAT;334094;3319.0;260408;260408;G;GPV
1;;35;HYPER HAYAT;334096;12.0;260408;260408;P;GPV
1;;35;HYPER HAYAT;334095;96.0;260408;260408;P;GPV
1;;35;HYPER HAYAT;334097;408.0;260408;260408;P;GPV
1;;35;HYPER HAYAT;334099;12.0;260408;260408;P;GPV
1;;35;HYPER HAYAT;334098;2700.0;260408;260408;G;GPV
1;;35;HYPER HAYAT;334100;2770.0;260408;260408;G;GPV
