NIVEAU DE RUPTURE;INDICATEUR FIN DE PAGE;NCID;NOMMAGASIN NOMMAG ASIN;NCDE;QCDUID TOTAL;DCDE;DCRE;TYFC;TYCM
1;;353;CIV ANGRE (P);39321;1484.0;260404;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46030;2660.0;260404;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46029;14074.0;260404;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46028;13012.0;260404;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46027;1128.0;260404;260407;G;GPV
1;;372;CIV YOP MAROC (P);41699;44.0;260404;260407;G;GPV
1;;353;CIV ANGRE (P);39333;3252.0;260405;260407;G;GPV
1;;372;CIV YOP MAROC (P);41717;94.0;260405;260407;G;GPV
1;;372;CIV YOP MAROC (P);41716;12.0;260405;260407;G;GPV
1;;372;CIV YOP MAROC (P);41715;245.0;260405;260407;G;GPV
1;;372;CIV YOP MAROC (P);41714;812.0;260405;260407;G;GPV
1;;35;HYPER HAYAT;333948;24.0;260406;260407;G;GPV
1;;35;HYPER HAYAT;333946;84.0;260406;260407;P;GPV
1;;35;HYPER HAYAT;333945;90.0;260406;260407;P;GPV
1;;35;HYPER HAYAT;333944;406.0;260406;260407;G;GPV
1;;35;HYPER HAYAT;333932;36.0;260406;260407;G;GPV
1;;35;HYPER HAYAT;333915;96.0;260406;260407;P;GPV
1;;35;HYPER HAYAT;333914;1070.0;260406;260407;G;GPV
1;;35;HYPER HAYAT;333911;498.0;260406;260407;G;GPV
1;;35;HYPER HAYAT;333902;76.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120437;7376.0;260406;260407;P;GPV
1;;80;MANDARINE MARCORY;120436;57.0;260406;260407;P;GPV
1;;80;MANDARINE MARCORY;120435;2491.0;260406;260407;P;GPV
1;;80;MANDARINE MARCORY;120434;3490.0;260406;260407;P;GPV
1;;80;MANDARINE MARCORY;120433;2901.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120432;1452.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120431;4950.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120430;1786.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120429;2311.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120428;4805.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120427;9065.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120426;3818.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120425;3706.0;260406;260407;G;GPV
1;;80;MANDARINE MARCORY;120424;5129.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271794;576.0;260406;260407;P;GPV
1;;100;CASINO 2 PLATEAUX;271793;51.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271792;208.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271789;324.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271776;180.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271773;5.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271761;6.0;260406;260407;P;GPV
1;;100;CASINO 2 PLATEAUX;271760;3700.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271759;476.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271758;36.0;260406;260407;P;GPV
1;;100;CASINO 2 PLATEAUX;271757;809.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271756;342.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271755;812.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271754;261.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271753;1602.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271752;910.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271751;1512.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271750;239.0;260406;260407;G;GPV
1;;100;CASINO 2 PLATEAUX;271749;326.0;260406;260407;G;GPV
1;;120;MANDARINE GOLF;203965;10498.0;260406;260407;G;GPV
1;;235;SUPER U DJIBI;202006;2362.0;260406;260407;G;GPV
1;;235;SUPER U DJIBI;202003;535.0;260406;260407;G;GPV
1;;281;MANDARINE ANGRE;37570;6928.0;260406;260407;G;GPV
1;;281;MANDARINE ANGRE;37569;4102.0;260406;260407;G;GPV
1;;281;MANDARINE ANGRE;37568;2946.0;260406;260407;P;GPV
1;;290;MANDARINE BIETRY;157990;3696.0;260406;260407;P;GPV
1;;290;MANDARINE BIETRY;157989;2248.0;260406;260407;G;GPV
1;;290;MANDARINE BIETRY;157985;7345.0;260406;260407;G;GPV
1;;290;MANDARINE BIETRY;157981;514.0;260406;260407;G;GPV
1;;290;MANDARINE BIETRY;157976;98.0;260406;260407;P;GPV
1;;290;MANDARINE BIETRY;157975;1889.0;260406;260407;P;GPV
1;;291;MANDARINE DANGA;129627;5249.0;260406;260407;P;GPV
1;;291;MANDARINE DANGA;129626;930.0;260406;260407;P;GPV
1;;291;MANDARINE DANGA;129625;9270.0;260406;260407;G;GPV
1;;291;MANDARINE DANGA;129624;608.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66631;1306.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66630;2022.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66629;2443.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66628;3080.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66627;4362.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66626;10281.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66625;2279.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66624;7268.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66623;15172.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66622;6009.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66621;12935.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66620;697.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66619;422.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66618;1401.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66617;202.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66616;171.0;260406;260407;P;GPV
1;;293;MANDARINE AMBASSADE;66615;2089.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66614;3950.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66613;1284.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66612;1514.0;260406;260407;G;GPV
1;;293;MANDARINE AMBASSADE;66611;4333.0;260406;260407;G;GPV
1;;295;CASINO ALLABRA;296493;332.0;260406;260407;G;GPV
1;;295;CASINO ALLABRA;296486;1104.0;260406;260407;G;GPV
1;;295;CASINO ALLABRA;296479;12788.0;260406;260407;P;GPV
1;;295;CASINO ALLABRA;296478;320.0;260406;260407;G;GPV
1;;309;S2P SUPERETTE SOCOCE BOUA;5614;31043.0;260406;260408;G;GPV
1;;353;CIV ANGRE (P);39358;4353.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39357;587.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39356;816.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39355;1168.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39354;1235.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39353;4880.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39352;394.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39351;2318.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39350;667.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39349;1879.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39348;648.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39347;1136.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39346;556.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39345;1190.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39344;494.0;260406;260407;G;GPV
1;;353;CIV ANGRE (P);39342;2973.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46049;1836.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46048;1602.0;260406;260407;P;GPV
1;;354;CIV TOIT ROUGE (P);46051;4227.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46050;221.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46046;2543.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46045;3254.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46044;1418.0;260406;260407;G;GPV
1;;354;CIV TOIT ROUGE (P);46043;1767.0;260406;260407;P;GPV
1;;354;CIV TOIT ROUGE (P);46042;4824.0;260406;260407;G;GPV
1;;356;CIV COCODY (P);34734;2923.0;260406;260407;G;GPV
1;;356;CIV COCODY (P);34733;8877.0;260406;260407;P;GPV
1;;368;CIV SADIGUIBA (P) SYST U;36050;4396.0;260406;260407;G;GPV
1;;368;CIV SADIGUIBA (P) SYST U;36049;7482.0;260406;260407;G;GPV
1;;372;CIV YOP MAROC (P);41733;1579.0;260406;260407;P;GPV
1;;372;CIV YOP MAROC (P);41732;580.0;260406;260407;G;GPV
1;;372;CIV YOP MAROC (P);41734;5273.0;260406;260407;G;GPV
1;;372;CIV YOP MAROC (P);41730;6.0;260406;260407;G;GPV
1;;376;CIV SICOGI (P);36216;465.0;260406;260407;P;GPV
1;;376;CIV SICOGI (P);36215;9460.0;260406;260407;G;GPV
1;;376;CIV SICOGI (P);36214;5383.0;260406;260407;G;GPV
1;;376;CIV SICOGI (P);36213;1893.0;260406;260407;P;GPV
1;;376;CIV SICOGI (P);36211;7783.0;260406;260407;P;GPV
1;;376;CIV SICOGI (P);36210;2399.0;260406;260407;P;GPV
1;;376;CIV SICOGI (P);36203;805.0;260406;260407;G;GPV
1;;376;CIV SICOGI (P);36202;1960.0;260406;260407;G;GPV
1;;376;CIV SICOGI (P);36201;4164.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);29010;454.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);29009;8848.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);29007;4088.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);28984;29349.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28975;4742.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28974;3059.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28973;4630.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28972;44014.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28971;2176.0;260406;260407;P;GPV
1;;410;CIV BESSIKOI (P);28970;4558.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);28968;16168.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);28967;10823.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);28969;1584.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);29008;2575.0;260406;260407;G;GPV
1;;410;CIV BESSIKOI (P);29006;5128.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27542;1423.0;260406;260407;P;GPV
1;;411;CIV ANTENNE (P);27541;3935.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27540;7539.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27539;14335.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27538;3407.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27532;4595.0;260406;260407;P;GPV
1;;411;CIV ANTENNE (P);27530;3914.0;260406;260407;G;GPV
1;;411;CIV ANTENNE (P);27528;8065.0;260406;260407;P;GPV
