Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
1338f94b-ebb1-4bfd-9dfe-ac89f05fa774;235;Réception (B.L. : 1700237090);1700237090;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:27;376.000;267072.0;315056.0
20013953-5872-4c44-a24d-1079f60f5d5c;235;Réception (B.L. : 1100216016);1100216016;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:16;24.000;8400.0;9912.0
2749c5cf-5eb4-40a3-aaa1-8dbc90e1ec1f;235;Réception (B.L. : 1100216020);1100216020;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:20;12.000;74472.0;87876.0
2b8b436b-0fea-454b-b0db-bc617af01178;235;Réception (B.L. : 1100216021);1100216021;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:21;12.000;19296.0;22764.0
2c882da5-8812-4b9a-b7ad-fe1985bb9c6d;235;Réception (B.L. : 1100216098);1100216098;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:13;12.000;90504.0;106800.0
3113ec59-000b-4648-8de4-453353d7f3d2;235;Réception (B.L. : 1100216097);1100216097;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:12;452.000;5690488.0;6714752.0
329b7a65-23c3-476f-ad1c-0d5f99f95a9d;235;Réception (B.L. : 1100216096);1100216096;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:11;24.000;8040.0;9480.0
3399d1c6-c098-4076-9e11-c76a1db7f92c;235;Réception (B.L. : 1100216014);1100216014;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:14;30.000;110682.0;130602.0
3b027ef9-8193-446a-afc9-9b7e80ed000b;235;Réception (B.L. : 1700237218);1700237218;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:15;0.000;0.0;0.0
3b52859d-e388-410b-95ef-3ad28a069a40;235;Réception (B.L. : 1100216099);1100216099;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:14;18.000;113700.0;134166.0
3fad9515-1a74-4ae1-a399-51f425587127;235;Réception (B.L. : 1100216045);1100216045;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:25;14.000;124474.0;146874.0
