Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
0a62e475-37c1-43d0-986f-f7eebdc6ce30;100;Réception (B.L. : 1200108063);1200108063;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:11;146.000;364396.0;429982.0
0f2e80d8-bf8c-48c5-99d6-baf3f4245c04;100;Réception (B.L. : 1700237025);1700237025;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:24;222.000;339606.0;400740.0
1d71433b-6161-4a5a-bd8f-743769ebf15f;100;Réception (B.L. : 1700237020);1700237020;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:22;2565.000;2098240.0;2466852.0
239e061c-6bfe-4ee1-a30b-46b67cbb2d20;100;Réception (B.L. : 1200108097);1200108097;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:15;2.000;17782.0;20982.0
2aaec510-0459-492c-b113-b89e38ba2ea4;100;Réception (B.L. : 1200108081);1200108081;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:12;180.000;658200.0;776670.0
31d39073-6737-4bc0-a2f2-d9621517c8bd;100;Réception (B.L. : 1700237018);1700237018;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:20;1864.000;3307508.0;3534888.0
3c264f73-0ad1-498f-8548-dfb77629387a;100;Réception (B.L. : 1100216062);1100216062;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:11;48.000;61320.0;72360.0
41429e4c-8f98-4951-a215-e90d3de5678e;100;Réception (B.L. : 1700237234);1700237234;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:14;450.000;390600.0;425700.0
5ca27236-f3df-4122-874d-43e61cda3591;100;Réception (B.L. : 1100215981);1100215981;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:18;180.000;127800.0;150840.0
5e5acb3c-e35c-4b7f-a2c8-6ebd9ffd6367;100;Réception (B.L. : 1700237019);1700237019;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:21;726.000;277872.0;310950.0
671d33ff-0c63-4c58-93c2-d7495bbd18c2;100;Réception (B.L. : 1200108087);1200108087;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:14;280.000;428158.0;505228.0
807a89d5-d34f-4b00-b975-dad6c5d8d40a;100;Réception (B.L. : 1100215979);1100215979;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:16;6099.000;1136392.0;1341472.0
849a534a-86ed-4f3d-9d20-3e22f24503b8;100;Réception (B.L. : 1700237223);1700237223;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:13;6.000;20124.0;23748.0
86596af0-be8f-4aba-ab7b-d8079422f81b;100;Réception (B.L. : 1700237085);1700237085;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:28;14.000;124474.0;146874.0
a05b1355-a939-45f9-9f61-191286d0e096;100;Réception (B.L. : 1100216039);1100216039;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:19;10.000;88910.0;104910.0
a27755f1-a9a1-4ac7-bbbf-3a8fc9e05da7;100;Réception (B.L. : 1100215980);1100215980;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:17;34.000;213294.0;251682.0
a606f5f1-7d3d-4a62-857f-3a09f1622429;100;Réception (B.L. : 1700237021);1700237021;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:23;270.000;814996.0;961706.0
b6b71b51-a12e-448f-945e-556663f40b81;100;Réception (B.L. : 1700237026);1700237026;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:25;667.000;258248.0;304638.0
be6e7ad2-ec27-404f-ab9a-407261ad92f6;100;Réception (B.L. : 1700237216);1700237216;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:12;0.000;0.0;0.0
cd07db84-6d8f-4c2b-ba0c-123b9068f130;100;Réception (B.L. : 1800336997);1800336997;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:38;333.800;1201680.0;1201680.0
ce245378-0a0d-4274-8df6-4b0f42f0e8b1;100;Réception (B.L. : 1800337040);1800337040;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 17:15;105.000;42315.0;49980.0
e36a2a57-628a-4520-9010-697e829d70d1;100;Réception (B.L. : 1700237027);1700237027;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:26;157.000;282214.0;332988.0
f630ac73-f2df-4a96-a506-b26374540f75;100;Réception (B.L. : 1700237028);1700237028;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:27;18.000;18162.0;21438.0
f77aefc2-889d-4e4b-9ab1-10caa5fc205c;100;Réception (B.L. : 1200108086);1200108086;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:13;20.000;233320.0;275320.0
