Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
00821c7f-06f4-481a-b988-364fd275b9ae;035;Réception (B.L. : 1800337336);1800337336;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 17:19;71.000;299250.0;353102.0
00c1c734-f024-4a3b-9db5-5ce5bce18a68;035;Réception (B.L. : 1800337342);1800337342;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 17:25;200.000;680422.0;802910.0
04e0e42f-3744-43d7-98f6-a1df23adaf22;035;Réception (B.L. : 1700237345);1700237345;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:28;4854.000;5818373.0;6777985.0
0dd0f46b-807a-4367-95e1-999fc3216da0;035;Réception (B.L. : 1700237363);1700237363;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:46;288.000;146304.0;172512.0
1403bcef-f2aa-41e1-88d0-d62a270e165a;035;Réception (B.L. : 1200108176);1200108176;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:11;96.000;78096.0;92112.0
1d6ee323-2c11-4e45-8ffb-07815a0e63ec;035;Réception (B.L. : 1700237347);1700237347;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:30;5248.000;7296572.0;8572918.0
25db82db-81b1-4539-97d1-6748b4d0cae7;035;Réception (B.L. : 1800337284);1800337284;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 13:03;11.000;17820.0;21032.0
2b638b15-bff0-4be5-9e35-2f07853a44d4;035;Réception (B.L. : 1800337343);1800337343;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 17:26;4.000;13942.0;16452.0
2c6e0c00-427d-4a7f-a4ff-26fe68d1be4b;035;Réception (B.L. : 1100216179);1100216179;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:21;256.000;269524.0;315300.0
2c798f59-cc60-42bd-82ba-a1189aa4456d;035;Réception (B.L. : 1100216182);1100216182;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:24;12.000;22920.0;27048.0
