Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
163fe1fa-5895-4023-a741-915d655799cd;301;Réception (B.L. : FA00413021);FA00413021;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:18;0.000;0.0;0.0
164995a9-1da5-420f-a2b3-d6ceb0c4faec;301;Réception (B.L. : FA00413268);FA00413268;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:05;0.000;0.0;0.0
1da53cc1-89d5-4162-9db5-d6d0ffd28e16;301;Réception (B.L. : FA00413266);FA00413266;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:03;0.000;0.0;0.0
269cd6d7-92b5-4c6d-a2ef-26bc463420cf;301;Réception (B.L. : FA00413267);FA00413267;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:04;0.000;0.0;0.0
289b26cd-3e73-4499-a604-8f611235ca5e;301;Réception (B.L. : FA00413256);FA00413256;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:12;0.000;0.0;0.0
3a482f28-9a1a-4e01-840a-c2674f5541b9;308;Réception (B.L. : FA00412985);FA00412985;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:11;0.000;0.0;0.0
5832262c-e621-4246-9357-fb6d8c64e83b;301;Réception (B.L. : FA00413264);FA00413264;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:01;0.000;0.0;0.0
6690f24a-7351-43c1-944d-cdf17552571f;301;Réception (B.L. : FA00413269);FA00413269;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:06;0.000;0.0;0.0
6bf1776b-7440-4edf-8f22-6d7c9a632a0f;308;Réception (B.L. : FA00413041);FA00413041;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:13;0.000;0.0;0.0
710ef7a5-fbd3-4bf6-8a55-d4e89e55af10;301;Réception (B.L. : FA00413263);FA00413263;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:00;0.000;0.0;0.0
8f3f2a74-39ed-4fb0-a23a-ba6ac420a136;301;Réception (B.L. : FA00413257);FA00413257;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:13;0.000;0.0;0.0
9d71c0b0-8965-4a99-ba45-afd7883747dc;305;Réception (B.L. : FA00413180);FA00413180;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:11;0.000;0.0;0.0
a207d1c5-fcb5-451f-8e6e-8d66f297a174;301;Réception (B.L. : FA00413260);FA00413260;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:16;0.000;0.0;0.0
b1b66f59-a602-451c-a378-dcd9b3b83409;308;Réception (B.L. : FA00412986);FA00412986;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:12;0.000;0.0;0.0
b4515529-79a1-4979-b3fa-d4df2ebaadfa;301;Réception (B.L. : FA00413193);FA00413193;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:11;0.000;0.0;0.0
bb825d07-8182-460f-baf5-5fcdbf3a069a;301;Réception (B.L. : FA00413265);FA00413265;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:02;0.000;0.0;0.0
c14b1098-a0cc-4a85-ab11-f351ed40e4af;301;Réception (B.L. : FA00413259);FA00413259;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:15;0.000;0.0;0.0
c9eeaa0d-7314-4fbc-b80a-524a0b485530;301;Réception (B.L. : FA00413261);FA00413261;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:17;0.000;0.0;0.0
d158314f-cc45-4a7e-8ca5-e2f51f73e2c1;301;Réception (B.L. : FA00413258);FA00413258;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 17:14;0.000;0.0;0.0
f75ad06e-c4bd-4a8e-940e-2cea3a920cea;301;Réception (B.L. : FA00413088);FA00413088;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:19;0.000;0.0;0.0
