Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
03db1ca3-78c8-459a-a3bb-8f52b48c0139;290;Réception (B.L. : 1700238413);1700238413;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:13;5080.000;305550.0;360140.0
0a0ab995-f3ec-403c-9709-3019e1091134;290;Réception (B.L. : 1800338467);1800338467;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:18;10.000;35000.0;35000.0
2d727688-930b-4143-a97d-59a0f69337da;290;Réception (B.L. : 1100216948);1100216948;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:19;13.000;126692.0;145892.0
4c06f9f8-f94a-4094-903c-0f2d1f0a797b;290;Réception (B.L. : 1100216895);1100216895;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:14;192.000;58176.0;68736.0
4efd314f-9b42-4867-94d1-0b1b99bb3538;290;Réception (B.L. : 1700238412);1700238412;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:12;675.000;852708.0;975542.0
53aee38f-20cd-4563-959f-389191970d75;290;Réception (B.L. : 1100216896);1100216896;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:15;6.000;21792.0;25716.0
7965aea8-c5ff-4021-87e6-12f39ab017d2;290;Réception (B.L. : 1100216893);1100216893;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:12;4292.000;595441.0;702734.0
82c3cc8b-7342-40ed-81de-6351c5de9107;290;Réception (B.L. : 1800338393);1800338393;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:15;29.000;283939.0;335039.0
8509c81b-bbc2-4052-be0f-c3cfb134b488;290;Réception (B.L. : 1100216892);1100216892;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:11;2669.000;1535178.0;1811525.0
8f03075d-240a-4d4e-9b16-6d14c3a72cc5;290;Réception (B.L. : 1100216894);1100216894;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:13;162.000;521472.0;615354.0
939fe7e5-f350-43da-9aed-a6f86337aad1;290;Réception (B.L. : 1700238422);1700238422;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:14;4.000;35564.0;41964.0
a6411622-04b9-4852-85e9-6819adc09f62;290;Réception (B.L. : 1100216904);1100216904;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:18;654.000;133740.0;157818.0
a8d0af35-dcf2-428a-b7ec-832ed55c8827;290;Réception (B.L. : 1800338466);1800338466;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:17;2.000;5952.0;7023.0
ac8702d5-f6cc-4a39-91ac-0c37b6664fad;290;Réception (B.L. : 1800338468);1800338468;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:19;16.000;107200.0;107200.0
aeb7e376-4037-437d-bc26-48578a9aabb0;290;Réception (B.L. : 1700238410);1700238410;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:10;376.000;459072.0;541740.0
b674ee1c-e57b-4737-b595-5162048c739d;290;Réception (B.L. : 1100216898);1100216898;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:17;12.000;23052.0;27204.0
bf739f0e-23e5-43f4-805d-dedb30ddd746;290;Réception (B.L. : 1200108502);1200108502;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:10;240.000;770110.0;908730.0
cb959ffe-70b8-4a7e-b445-daef36410d2a;290;Réception (B.L. : 1700238411);1700238411;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:11;369.000;376226.0;440473.0
ed826559-eb7a-489f-9bdf-a2a77fba6a2e;290;Réception (B.L. : 1800338469);1800338469;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:20;224.000;155016.0;182880.0
f822d00b-3a06-4156-83c1-a4cab6187019;290;Réception (B.L. : 1800338465);1800338465;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:16;384.000;846655.0;999129.0
fac0dd56-4370-4799-8c37-8769a296e2d9;290;Réception (B.L. : 1100216897);1100216897;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:16;12.000;115932.0;136800.0
