Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
0050f782-1568-4af4-acf5-78d0b4302124;312;Réception (B.L. : FA00407228);FA00407228;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;10/03/2026 00:00;;10/03/2026 12:14;0.000
01958256-886d-46b5-92f1-dc36a60b49f6;312;Réception (B.L. : FA00413400);FA00413400;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;06/04/2026 00:00;;06/04/2026 12:12;0.000
01deb695-9b40-4c5e-9fc7-bae30cb47915;312;Réception (B.L. : FA00407852);FA00407852;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;12/03/2026 00:00;;12/03/2026 12:17;0.000
02f7a2cd-5823-46db-b3ad-ed8475fdcc7e;312;Réception (B.L. : FA00407226);FA00407226;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;10/03/2026 00:00;;10/03/2026 12:12;0.000
03df409d-93a9-475d-89ff-e12898f5c5fe;307;Réception (B.L. : FA00410779);FA00410779;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;25/03/2026 00:00;;25/03/2026 17:14;0.000
04405c70-c70d-48d7-8211-b151b66cb8d9;312;Réception (B.L. : FA00414232);FA00414232;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;09/04/2026 00:00;;09/04/2026 12:12;0.000
044a109d-f681-49e1-a1c7-cc653779bc9b;312;Réception (B.L. : FA00408614);FA00408614;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;17/03/2026 00:00;;17/03/2026 12:01;0.000
04562adc-f417-47b5-a32b-c706ebb4f094;307;Réception (B.L. : FA00407632);FA00407632;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;11/03/2026 00:00;;11/03/2026 17:00;0.000
04a98ca5-a2a8-4cc3-935b-040cee80f4a0;307;Réception (B.L. : FA00409626);FA00409626;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;20/03/2026 00:00;;20/03/2026 12:13;0.000
04d2151f-8889-4e9b-b1a3-9171c44dcf5c;312;Réception (B.L. : FA00405251);FA00405251;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/03/2026 00:00;;03/03/2026 12:04;0.000
04e98d97-430d-4878-8cd6-0cccb0545c10;312;Réception (B.L. : FA00414233);FA00414233;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;09/04/2026 00:00;;09/04/2026 12:13;0.000
06011419-f371-4043-b228-b7eefc26f0b6;303;Réception (B.L. : FA00408535);FA00408535;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;16/03/2026 00:00;;16/03/2026 12:20;1031.000
06950c0b-1429-47fc-8cee-7dee6d2ed9c0;307;Réception (B.L. : FA00405750);FA00405750;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;04/03/2026 00:00;;04/03/2026 17:02;0.000
