Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
05866876-e773-4e23-8031-4604079e35a4;110;Réception (B.L. : 1200108575);1200108575;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:13;40.000;86480.0;102040.0
1a8e45df-5ce4-4660-b78a-8c2dfbc41b25;110;Réception (B.L. : 1700238356);1700238356;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:18;2297.000;2394826.0;2825910.0
31a82afa-c044-4c7d-a082-25e02db6c922;110;Réception (B.L. : 1200108566);1200108566;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:12;48.000;74036.0;87360.0
3639454c-96fe-409e-b010-11e8e1d2a97c;110;Réception (B.L. : 1700238368);1700238368;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:14;11.000;97801.0;115401.0
426960b2-8724-49f6-b6a1-697cdcab614a;110;Réception (B.L. : 1800338413);1800338413;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:17;18.000;61200.0;61200.0
44ddac18-94d4-4b0b-9a19-ac01aff4ad65;110;Réception (B.L. : 1700238353);1700238353;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:15;1045.000;1480178.0;1746688.0
5ca882fb-d608-4449-9194-f9f9790b7a4f;110;Réception (B.L. : 1800338412);1800338412;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:16;64.000;117560.0;138712.0
5d7af195-3ba5-4ae9-ac47-bc32918520b6;110;Réception (B.L. : 1100216958);1100216958;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:14;15.000;136692.0;155892.0
602cf643-f744-4bdb-9f11-52d272351d7e;110;Réception (B.L. : 1700238355);1700238355;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:17;448.000;583516.0;688537.0
8e371bcb-fd81-4556-ae90-0d076e8add27;110;Réception (B.L. : 1700238357);1700238357;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:19;5250.000;528500.0;623500.0
8ff7d650-e4db-4d71-b168-abdbbf8fa0f4;110;Réception (B.L. : 1800338387);1800338387;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:15;66.000;647911.0;764515.0
a0b04cd3-95ad-4fc4-99c8-6d2236f4e3aa;110;Réception (B.L. : 1800338414);1800338414;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:18;322.000;304056.0;350960.0
a48dcee5-8905-4570-9212-93dc0fe57559;110;Réception (B.L. : 1700238354);1700238354;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:16;2665.000;1780372.0;2046474.0
a4d8fd3b-4db2-4b1b-bfec-3907c2fee43b;110;Réception (B.L. : 1200108554);1200108554;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 17:11;2.000;17782.0;20982.0
ab0dfa11-d815-427b-bd6f-f7cfcbd430b5;110;Réception (B.L. : 1200108485);1200108485;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:11;736.000;1094810.0;1291798.0
d2a2d0f5-b8ea-41bb-9096-3dfc53f02b5b;110;Réception (B.L. : 1200108508);1200108508;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:12;12.000;25200.0;29736.0
d98b1e99-836d-4a32-975b-45713abfc919;110;Réception (B.L. : 1100216826);1100216826;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/04/2026 00:00;;13/04/2026 12:13;5986.000;1147466.0;1353758.0
